Topic,Top Terms,AI-related Terms Count
2466,"privileges, gilded, arrogated, wedge, willed, arrogate, newfound, immunities, exemptions, exclusions",1
2469,"aid, defective, repayable, slowdowns, quantitatively, furthest, bulk, hampering, beneficiary, nightmare",1
2470,"transition, caledonian, transitions, taint, political, dated, complements, motion, delicate, indiscriminate",1
2477,"thank, you, thanks, many, again, all, , , , ",1
2518,"beijing, 25th, platform, gender, anniversary, women, empowerment, girls, equality, declaration",1
2522,"negotiated, solution, yours, style, negotiable, mine, methodology, kennedy, gain, deals",1
2523,"summits, summit, djamena, arrange, stubbornly, convening, outcomes, mountain, explore, identified",1
2528,"citizens, citizen, undocumented, apathy, reminding, synonymous, citizenry, abiding, determining, connected",1
2531,"holistic, holistically, manner, cared, approach, dealings, systematic, attainable, conceptual, approached",1
2538,"unconcealed, right, allege, legitimate, inalienable, tread, undeniable, flooded, recognition, intellectuals",1
2540,"growth, disillusion, sustainable, cultivating, qualitative, winter, manifest, pro, environmentally, productivity",1
2543,"fundamental, fundamentals, 1987, distract, minimal, jeopardizing, acknowledgement, longstanding, reign, subjects",1
2547,"territorial, dispute, claims, disputes, enjoin, brewing, animosities, warmongering, festering, unfounded",1
2548,"pittsburgh, 20, los, cabos, mediocre, summits, 3g, aires, buenos, forecasts",1
2554,"returned, chair, president, rose, elected, return, place, up, to, the",1
2559,"guidelines, authoritative, exact, cotonou, mainstreamed, formulated, channels, stimulate, set, initial",1
2564,"vincent, saint, grenadines, vincentians, vincentian, chronicle, desirability, bullet, befallen, loudly",1
2572,"future, challenges, handle, contemplate, brighter, formidable, inevitably, failing, entirely, dealt",1
2577,"prosperity, shrinkage, feast, opulence, harry, prevail, riches, blessed, cuts, selfish",1
2587,"transitional, ntc, underlining, installed, governing, sitting, national, council, interim, provisional",1
2589,"internal, affairs, ostensible, outsiders, inadmissibility, preoccupation, handle, ensuing, independently, pretexts",1
2592,"panel, advise, appointed, panelís, facti, level, high, panels, generalís, ecosoc",1
2596,"registration, biometric, register, registry, voter, registries, registering, registrar, registered, biometrics",1
2601,"illicit, jamaica, arms, ammunition, firearms, trinidad, tobago, guns, manufacture, light",1
2602,"prosperity, marginalize, generous, underscore, greatly, contributions, commend, poor, done, believe",1
2606,"electricity, electric, abundant, electrical, panasonic, lanterns, cheap, powering, 527, township",1
2607,"aid, exaggerated, characterizes, streamlined, aligns, tied, recipient, requisite, engine, steadily",1
2609,"balance, power, balances, shifting, distribution, twilight, puzzle, imbalance, spike, descend",1
2614,"flagrant, violation, embarrassments, kismayo, pointedly, violations, discerned, citing, charters, disdain",1
2625,"stevens, chris, christopher, ambassador, colleagues, excellecy, murder, valley, killers, derail",1
2626,"imbalances, imbalance, sanitizing, overreliance, unwind, disequilibrium, stuff, beggar, wasteland, thy",1
2634,"initiatives, keel, regional, mental, subregional, interregional, freeing, halting, aimed, complemented",1
2639,"asset, assets, valuable, precious, tailoring, guarded, priceless, overemphasize, devotes, cared",1
2651,"pay, fearing, opportunity, seize, richly, maiden, match, take, utilize, like",1
2654,"assumption, apprising, presidency, assumed, duties, acting, president, enlightened, general, thoughts",1
2661,"afghanistan, ishkashim, faizabad, redeployed, osh, bamyan, originating, diaspora, afghans, coverage",1
2671,"evidence, straightforwardness, convincing, circumstantial, 997, suggesting, evident, abundantly, onus, widely",1
2677,"guarantor, guarantors, unassailable, tread, bulwark, beaten, defender, assigned, ultimate, anachronistic",1
2679,"flag, palestine, solution, fly, 320, symbolic, contact, two, raising, thethree",1
2682,"biological, bwc, weapons, packs, convention, chemical, ecology, banned, amongst, ruthless",1
2699,"stolen, looting, assets, looted, parked, facti, irretrievable, stores, launderers, raided",1
2704,"movements, heterogeneous, movement, popular, saemaul, countryside, wisely, brutally, earned, opposed",1
2705,"sixtieth, fifty, reinstate, session, sixth, eighth, eleventh, seventh, virtual, momentous",1
2706,"regulatory, regulation, frameworks, colón, frontier, developers, supra, retrospective, guardrails, unaccompanied",1
2712,"universities, university, polytechnic, campuses, campus, colleges, microsoft, 113, texas, departments",1
2714,"tracks, track, misbelief, sleeves, switch, presupposes, athletes, consult, derailed, minor",1
2718,"charter, akonibe, edifying, carta, magna, hollow, organization, stipulates, meaningless, clarity",1
2723,"peoples, fates, select, beloved, wait, discharge, honoured, world, concerted, name",1
2725,"december, calendar, 31, forceful, entail, variety, evolving, scheduled, convene, lay",1
2726,"training, madrasas, madrassas, recite, kanak, roman, escaping, cooperates, equipped, workshops",1
2733,"rainbow, dreamed, unanimity, comity, lent, attributes, orders, vivid, adult, career",1
2735,"gender, entity, equality, mukwege, sexes, glaringly, underrepresentation, empowerment, appointments, hugely",1
2748,"multinational, sinai, force, fomac, seconding, mfo, shortened, copax, bunia, commanded",1
2749,"tribute, pay, illustrious, secretary, tributes, glowing, secretarygeneral, warm, deserved, ten",1
2750,"bereaved, grieving, families, mourning, mothers, dzebisov, wail, svetlana, mother, widowed",1
2751,"epitome, facet, ecosoc, revamped, divisions, illusions, council, assessed, explosion, funded",1
2756,"occupation, foreign, resist, unwilling, regained, governed, dark, systematic, guaranteed, abroad",1
2757,"public, administration, management, affairs, comptroller, managing, posts, administered, innovations, modernizing",1
2763,"appeal, unburden, appealed, professionally, solemnly, readmission, antiquated, appeals, appealing, proclaim",1
2764,"tyranny, tyrannies, eras, oppression, tyrannical, overthrew, cruellest, restrain, futility, entrust",1
2766,"succeeding, scourge, generations, war, legalizing, basing, overseas, plague, reaffirm, from",1
2775,"beijing, platform, 1995, enumerated, declaration, partnered, compound, municipal, indication, shanghai",1
2776,"organizations, regional, transregional, viii, positioned, outreach, usually, province, worsening, dealing",1
2778,"albanian, ochrid, dick, hails, welcomed, proceeded, rigorous, albania, accumulated, entrepreneurship",1
2784,"fairness, justice, equality, differentiate, assurance, grounded, recalled, principles, respectful, observed",1
2794,"barriers, trade, wi11, hindrances, priced, levelled, unfairly, bans, restrictions, distorting",1
2796,"counter, party, meantime, parallel, 12, adoption, global, review, provisions, adopt",1
2812,"prosperous, moderately, bright, conciliatory, richly, confluence, future, enormity, predicated, generations",1
2819,"founders, founding, rediscovering, grasping, visionaries, afresh, lights, basics, reconfirmed, insights",1
2824,"dignity, freedom, habitable, daring, insults, decency, yearning, feeds, affront, visions",1
2834,"right, saints, arrogate, undisputed, bequeath, independently, affirming, choose, attempted, acquire",1
2841,"sustainability, environmentally, environmental, intelligently, ecologically, happier, ecological, lifestyles, planetary, exploiting",1
2842,"taromenane, tagaeri, waits, impatiently, longs, desire, militants, backgrounds, yearning, soul",1
2843,"relief, debt, aid, market, thorny, channelled, servicing, concessions, arrangements, cancellation",1
2858,"deliberative, policymaking, chief, organ, representative, body, making, principal, normative, decision",1
2873,"transition, economies, immeasurably, formulated, periods, adjustment, gradual, administrative, models, component",1
2881,"havemade, nexus, versa, enablers, sustainable, jeopardy, intrinsic, eroded, beneficiaries, confrontations",1
2882,"justice, legality, law, evade, cries, compulsory, objectivity, merit, observance, prevail",1
2887,"sound, environmentally, circular, technologies, soundness, transfer, ecologically, utility, upgraded, eco",1
2888,"summit, sustainable, induced, notes, concluded, lastly, ecosystem, cooperative, rome, reaffirmed",1
2896,"demarcating, stability, exposes, undiminished, region, underpinnings, subjugation, strait, weaknesses, enlargement",1
2902,"dam, nile, renaissance, ethiopian, filling, egypt, grand, ethiopia, basin, river",1
2917,"discord, flames, fan, sabotage, demoralizing, fanning, breakdowns, infighting, division, ghost",1
2923,"stopgaps, solution, hideous, solutions, sustainable, irreversible, examined, tackled, parameters, find",1
2926,"reservations, reservation, incompatible, 1951, slightest, locations, adheres, entered, certain, object",1
2929,"reconciliation, truth, commission, recon, iliation, officiating, symposiums, modelled, disseminating, reparation",1
2930,"cafes, adversary, innovators, arenas, battlefield, privacy, interact, communicate, employed, airports",1
2951,"round, negotiations, trade, multilateral, restarting, talks, reshaped, resuming, entail, embraces",1
2953,"twenty, century, first, teaches, solemnly, daunting, reaffirmed, comes, numerous, model",1
2954,"protection, onward, profile, protectionist, nationals, uncertain, protectionism, cornerstone, guaranteeing, abroad",1
2955,"autonomy, politico, empowers, juridical, 1987, predicated, presentation, openness, affirmation, grounded",1
2957,"democratic, impositions, disarmed, credentials, explained, theory, neglect, investors, parallel, tested",1
2958,"summit, innovation, lined, consortium, g77, wondered, science, sceptics, sustainable, paradigms",1
2962,"membership, associate, swelled, memberships, wield, admission, vis, enlarging, assumes, organization",1
2968,"legality, legal, ostensibly, flux, continuity, stresses, governed, strength, haitian, ratify",1
2970,"declaration, pronk, majuro, proclaimed, presupposes, declares, declarations, unfortunate, mere, extremely",1
2971,"europe, cooperation, organization, security, for, in, and, to, the, ",1
2973,"1701, 2006, 1704, resolution, 291, unmit, breaches, council, contains, requested",1
2984,"bissau, constraint, possessed, enlarged, incorporate, margins, possibly, eternal, currency, feeling",1
2985,"generator, alas, creates, terrorism, breed, fatal, poverty, exclusion, poor, endemic",1
2987,"pluralism, transfer, peaceloving, peaceful, power, transition, oasis, handover, devolution, stretching",1
2991,"internet, transmissions, acronym, employer, intercepted, providers, worker, radio, cloud, satellite",1
3003,"inception, existence, since, demonstrating, undeniable, showing, observed, grown, existential, remained",1
3009,"body, bodies, girlfriend, bags, unflinching, unchecked, plastic, imagine, vein, pain",1
3016,"relevance, haul, drafts, inject, litmus, temporarily, meaning, albeit, tied, retain",1
3020,"enrichment, reprocessing, suspending, imbues, suspend, enriched, completes, dissuade, formulation, facilities",1
3038,"hamad, bin, shaikh, isa, khalifa, highness, salman, king, majesty, thani",1
3040,"convention, parties, framework, party, conventions, united, nations, combat, against, set",1
3042,"seabed, authority, subsoil, isa, seabeds, vigilant, exploration, tasked, delimitation, approve",1
3060,"critical, unappreciated, plays, receipt, assertive, unnoticed, permitted, cognizant, damaged, cyberspace",1
3065,"tolerance, mutual, respect, magnanimity, cohabitation, cultivating, acceptance, helpful, cultivation, virtues",1
3069,"stability, speedily, nurturing, painfully, blessings, handling, handed, preconditions, unilateralism, dealt",1
3070,"dares, democracy, brands, expressive, expounded, twist, encroach, satellites, relations, declares",1
3072,"interim, unifil, lebanon, force, retains, stationed, expanded, awarded, drawing, substantive",1
3073,"straightforwardly, reiterate, emphasise, conclusion, restate, emphasize, originally, writing, once, preference",1
3074,"paralyzes, geography, economies, geographic, region, hinges, commercial, enrich, connect, fundamentally",1
3075,"objectives, straightforward, proposes, simple, obvious, injustice, doubt, gross, immediate, reality",1
3078,"godspeed, distractions, penalized, buttressed, assuring, trigger, claiming, pointed, perspectives, doors",1
3079,"peacebuilding, integrated, commission, architecture, dedicate, reviewing, office, evolving, incumbent, entity",1
3092,"espionage, spying, spy, covert, brained, confounds, electronic, dull, goons, unveiling",1
3099,"casablanca, madrid, riyadh, istanbul, jakarta, mumbai, bali, moscow, baghdad, mombassa",1
3103,"congratulations, congratulate, expended, saavedra, congratulated, ortega, comrade, daniel, joy, gaining",1
3105,"office, high, bandaranaike, assumption, magnanimity, elevation, your, interactions, prestigious, myriad",1
3107,"praiseworthy, appreciation, abelaziz, keener, grateful, contributed, gratitude, profound, tremendous, overlook",1
3108,"maintenance, peace, security, international, there, and, of, this, it, has",1
3109,"kofi, annan, gutsy, meritorious, compatriot, inch, passionate, mr, onslaught, stone",1
3123,"appoint, appointment, representative, appointing, envoys, megastorms, warranting, bainimarama, 332, dereliction",1
3125,"operations, fielding, missions, robust, multiplication, capabilities, harnessed, paving, detailed, surge",1
3128,"moderates, moderate, caudillisto, liners, loser, reformers, movement, empower, proponents, sabotage",1
3136,"impact, unrealistically, impacts, ascertained, maximum, bar, comprehend, contradictory, indirect, suggests",1
3142,"target, devote, cent, gross, per, allocating, percentage, dedicating, bargain, aside",1
3145,"dividends, dividend, lauding, gloss, dulled, handsome, patiently, waited, exporter, regarded",1
3150,"deal, bargain, grand, great, instructive, sorry, accomplished, learned, changed, exploring",1
3154,"recommendations, facti, recommended, recommending, secretary, generalís, recommends, recommendation, suggested, accepting",1
3161,"challenge, grievous, mounting, community, faced, unable, facing, posed, daily, tackle",1
3162,"ban, travel, bans, invalids, visa, criminalizes, enforce, blanket, séléka, curtailed",1
3180,"spring, autumn, blossoming, mandesijop, greenery, winter, breeze, season, blossom, seasons",1
3191,"bipolar, bipolarism, bipolarization, bipolarity, pertained, unipolar, cold, vanishing, antagonistic, defunct",1
3195,"said, stated, says, remarked, humbly, say, went, she, he, ways",1
3201,"arrogates, america, triumphant, exercised, instigation, paralyse, assuring, fosters, visionary, shortcomings",1
3209,"strategy, habit, backward, supremacy, consensual, tackled, ballistic, individually, drafting, definition",1
3211,"stabilization, mission, stabilize, mandate, engineering, deputy, unit, personnel, confirmed, 2004",1
3212,"larger, standards, freedom, arendt, life, nourish, better, envisioned, coupled, widely",1
3224,"service, epitaph, humanity, icon, commissioned, creatures, mankind, selfless, interfaith, rendered",1
3229,"integrate, integrating, economy, integration, profitably, beneficially, integrated, gateway, smoothly, globalizing",1
3238,"task, force, announcing, high, proceeded, level, launch, activity, chaired, british",1
3245,"christians, hindus, buddhists, jews, hindu, buddhist, faiths, muslims, hinduism, yazidis",1
3246,"belarus, belarusian, repressions, lukashenko, detained, belarusians, belarussian, repression, batons, lithuania",1
3250,"ashe, ambassador, john, william, sinclair, noel, predecessor, brightest, competent, exemplary",1
3251,"welt, stars, agenda, modestly, parcel, sustainable, encompass, drivers, 21, emphasizes",1
3255,"participation, excludes, theirs, political, moderate, intensifying, empowered, enhancement, concepts, dignified",1
3259,"educational, scientific, cultural, educating, constitution, thirty, learning, heritage, substantial, education",1
3272,"obligation, governments, correspondingly, fails, equate, tends, duty, responsibility, assumed, observing",1
3275,"methodologies, reorganization, accounting, computation, rating, financial, valuation, assessing, subprime, disastrously",1
3284,"debate, theme, pertains, recurring, thematic, themes, indicated, concert, encouraged, focuses",1
3287,"endeavour, endeavours, uniquely, features, knowing, 2002, space, adoption, could, developed",1
3289,"abyss, heaven, plunging, abyssinia, deepest, stared, schelling, citadel, abyssal, decay",1
3291,"summit, millennium, 2000, chairpersons, abdul, leaders, aziz, approached, abdullah, attached",1
3293,"parties, conference, seventh, 20th, thirteenth, thirtieth, session, sixth, empower, upcoming",1
3300,"respiratory, syndrome, sars, acute, severe, bronchiopulmonary, ventilate, avian, complaints, crippled",1
3302,"journalists, journalist, athlete, bloggers, imprisoned, terrorize, frida, modak, conceding, jailing",1
3303,"socio, undisputed, ingredients, social, sustainable, socially, economically, hence, economic, solid",1
3313,"express, opportunity, replied, take, like, describe, avail, would, convey, this",1
3318,"evangelize, tail, delude, ironic, vanguard, hypocrisy, therein, argue, aware, hence",1
3324,"silk, tbilisi, road, silksat, telecommunications, georgia, terminals, corridors, routes, reclaimed",1
3329,"igad, itd, authority, propagation, timing, troika, opt, constituted, details, institute",1
3333,"maintain, secure, discourse, guarantee, fostering, sake, primarily, safeguard, peace, renew",1
3336,"governing, territories, self, remaining, 16, non, greeted, list, exercised, 14",1
3339,"unusually, stability, mainstay, predictability, stable, fewer, contributor, abroad, politically, guiding",1
3342,"carbon, low, perpetuation, storage, capture, excellence, trajectory, emission, deploy, proclaimed",1
3346,"guerrillas, guerrilla, 436, paramilitarism, columns, paramilitaries, renamo, mountains, combats, 126",1
3347,"aggression, aggressions, contemptible, unanimity, remembering, distorting, distortions, television, recourse, japanese",1
3348,"bailouts, developing, packages, pockets, undertakings, supported, solemn, lend, supportive, singapore",1
3355,"counter, antiterrorist, councilís, crack, posing, cancer, chairing, terrorism, sponsor, reported",1
3357,"mill, expedite, realignment, interminable, processes, permits, process, procedure, autonomous, wonder",1
3360,"encroached, catalogue, articulate, freely, nowadays, oppressive, sustainable, inviolability, rights, restricted",1
3364,"marshall, plan, famous, chimera, trump, cardoso, reagan, distorts, miraculous, reminiscent",1
3377,"stability, engender, intrinsically, socio, decrease, social, macroeconomic, restored, maintained, examples",1
3379,"commission, 1983, mostly, chaired, independent, background, board, presence, emerging, establish",1
3389,"tolerance, dialogue, understanding, loudly, conveying, coupled, troubled, moderation, deepening, acceptance",1
3391,"outset, convey, express, expressing, comment, conveying, like, wish, juncture, again",1
3398,"infractions, armoury, punishing, against, terrorism, aggressive, defining, perpetrators, evil, exchange",1
3404,"name, renamed, usain, bruce, golding, bolt, renaming, avraham, names, goodbye",1
3409,"breeding, fertile, grounds, ground, ascendancy, reproduce, terrorists, drain, soil, breed",1
3413,"maintenance, confers, deferred, underpin, architecture, security, peace, foremost, operation, accountable",1
3415,"lashpoint, discernable, level, correspond, dictate, mainstream, referring, answers, levels, village",1
3416,"veto, 8926, vetoing, vetoed, 113, clause, continual, modify, abstain, flagrantly",1
3418,"economies, nullify, handicap, unforeseen, developing, crippling, naturally, struggling, 1992, aspect",1
3424,"drawing, draw, sketched, theoretical, drawn, honesty, studies, determining, allocation, exclusively",1
3434,"applauded, applaud, endureth, admired, applauding, expeditious, dwell, details, bold, intensifying",1
3437,"engagement, engaged, proactive, explicitly, rally, empowered, mandated, multifaceted, nato, active",1
3441,"belonging, belong, wayside, atom, belongs, song, don, sense, empowered, feelings",1
3447,"organization, authorized, cooperation, team, operation, co, security, coalition, finding, coordination",1
3448,"victim, prevailed, 2000s, pressured, unscathed, suffered, tremendously, catastrophic, flood, partly",1
3449,"calm, calming, relative, calmed, frailty, serenity, descended, serene, pulling, happily",1
3452,"worldwide, globally, sales, dramatic, nationally, thanks, outstanding, certainly, total, convinced",1
3455,"joint, fomboni, declaration, issued, articulates, publication, railways, lending, connecting, contacts",1
3458,"presidency, eighth, ninth, fifty, sixty, seventh, assembly, general, convened, at",1
3463,"amazon, plaguing, region, probably, drop, traffic, asset, norway, makes, available",1
3470,"delegation, commends, delegations, unavoidable, applauds, looks, acknowledges, pays, sponsored, visited",1
3475,"neo, liberalism, liberal, conservative, liberalistic, neoconservative, spectacularly, model, conspicuous, dogmatic",1
3479,"chose, middle, elude, east, restoration, bigotry, invest, calm, reinforce, sake",1
3483,"commonwealth, cis, independent, shanghai, whereby, defined, states, asian, leading, framework",1
3484,"david, camp, aide, ehud, barak, salutes, yasser, arafat, clinton, tripartite",1
3489,"warlords, warlordism, warlord, waltz, sukhoi, dissuading, unpatriotic, ungovernable, popularity, bondage",1
3492,"parameter, disempowered, prudently, needs, correspond, arriving, basic, meet, beings, undeniable",1
3493,"leadership, distinguished, annoucements, astute, zoran, entertain, agile, able, your, inspiring",1
3494,"naivasha, plan, stemmed, comprehensive, mediated, implementation, formulate, stock, presidents, introduced",1
3499,"belize, guatemala, sarstoon, belizean, guatemalan, river, insular, claim, trespassers, incidents",1
3502,"grateful, thankful, deeply, disservice, endures, sensitivities, critics, outpouring, gratitude, bishkek",1
3518,"reform, evolutionary, cosmetic, stymied, envision, street, mean, deliberately, presents, wall",1
3521,"monitored, paradoxically, presently, instances, council, assembly, revitalization, ministers, general, communication",1
3528,"conclusions, estimating, high, circulated, publication, classified, rigorous, await, relatively, signs",1
3530,"mass, destruction, proliferation, weapons, sponsoring, use, of, against, the, ",1
3537,"urge, urgings, directness, cue, nears, iniquitous, ears, deaf, aggravate, supervision",1
3539,"west, african, observe, economic, community, nigeria, auspices, constitute, chair, played",1
3540,"interests, answering, member, differing, interest, generating, consideration, representing, representation, house",1
3555,"special, needs, caters, incremental, addressing, utilization, least, urgency, chairman, progressive",1
3556,"hedge, financial, finance, wealthier, embassy, insurance, requiring, developing, banks, assets",1
3559,"traffickers, poachers, depravity, laundering, bribes, interdiction, unscrupulous, perpetuating, money, fuelling",1
3561,"strategic, stability, totality, anchor, supremacy, jeopardizing, detriment, analysis, component, cornerstone",1
3564,"cleansing, genocide, ethnic, crimes, religiously, atrocities, exercised, motivated, committing, commit",1
3570,"lure, abstraction, stability, worldís, stable, builds, revival, outer, reign, cyberspace",1
3582,"privacy, lampposts, blogs, bollards, unemptied, invisibly, communing, sensors, emails, unswept",1
3586,"gibraltar, campo, spain, colony, doctrine, kingdom, spanish, encompasses, trusting, anachronism",1
3590,"mineral, minerals, exploitation, metals, accelerates, copper, daring, untapped, deposits, drain",1
3599,"democracies, geared, participant, community, chairmanship, convene, confirmed, restored, exchange, 2009",1
3604,"prerequisites, requisite, matriculation, attains, requisites, referrals, revising, telling, rethink, meantime",1
3607,"equal, opportunities, opportunity, equality, illustrate, matched, paid, knowing, nobody, inclusion",1
3613,"centre, conception, gravity, saved, placed, naturally, grenadines, rightly, foremost, everywhere",1
3614,"developments, abreast, coping, worrisome, prevailing, completion, progressive, trends, latest, element",1
3621,"sharm, sheikh, el, aqaba, understandings, washington, sheik, london, shaikh, egypt",1
3624,"finances, public, accounting, regularizing, management, backers, finance, cleaning, outreach, fostered",1
3627,"maintenance, unless, peace, security, international, since, based, should, has, must",1
3629,"experiment, experiments, experimentation, impel, discarding, ran, hateful, laboratory, studied, derail",1
3631,"affects, varying, degrees, affect, affair, layers, harshly, crushing, affecting, scattered",1
3634,"disasters, induced, natural, unleashing, severity, scarcity, climate, change, warming, earthquake",1
3635,"sadc, southern, nacala, porto, chairperson, tuberculosis, african, tanzania, harmonized, mozambique",1
3637,"faith, reaffirm, worth, person, fundamental, ensnared, infringed, governability, servitude, men",1
3642,"partners, eu, european, lectures, union, caspian, faithful, together, lift, jointly",1
3650,"representatives, representative, 184, resident, horror, fledged, inception, 1990, respective, proper",1
3651,"afford, luxury, vanity, frustrate, simply, complacent, cannot, complacency, avail, sort",1
3657,"protectionism, protectionist, barriers, trade, resurfacing, dwindling, expand, maltese, liberalism, outward",1
3658,"biological, chemical, warfare, nuclear, weapons, bacteriological, kill, pave, perhaps, moment",1
3661,"compromised, compromising, frightened, coerced, unrestrained, discarded, bent, eve, gravely, seemed",1
3666,"maintenance, endorsing, vote, guarantees, peace, security, india, although, above, creating",1
3667,"denominator, denominators, lowest, outcrops, sounder, restrained, common, termination, sensible, unites",1
3672,"ki, moon, ban, excellency, secretary, jeremi, mr, vuk, his, general",1
3674,"comprehensive, endeavouring, meanwhile, coherent, attaining, pursued, adopting, include, approach, takes",1
3682,"stark, reality, starkly, lacked, convert, predicament, facts, acknowledgement, prosper, realities",1
3690,"mission, stabilization, democratic, organization, chief, republic, destiny, constitutional, institution, institutional",1
3700,"nutrition, nutritional, micronutrient, scaling, micronutrients, brains, protein, meals, eating, nutritious",1
3701,"recommendations, conclusions, contained, report, carlsson, 941, findings, forthright, ilo, gun",1
3712,"ideals, lucidity, inherit, organization, noble, precious, credit, realizing, headquarters, upholding",1
3719,"1373, 2001, 1371, resolution, 28, contains, parameters, council, alia, essence",1
3730,"hostile, abandonment, policy, refrains, hardening, criticizing, stifling, abandon, persistently, pursued",1
3731,"producers, producer, consumers, penalizes, software, unfairly, incurred, sell, minimal, richest",1
3733,"production, food, stimulating, sixthly, producing, tables, surplus, deficits, supply, scarce",1
3736,"paved, bloody, referring, love, country, nation, talks, specific, course, said",1
3746,"cooperative, reinforcement, groundwork, cooperation, reflecting, protocols, showed, engaging, guaranteed, lay",1
3758,"maintenance, primary, discharges, responsibility, vis, conferred, duties, discharging, charged, mandates",1
3760,"intervention, internal, affairs, intrusive, interventions, thesis, formidable, non, pretext, involving",1
3761,"encouraged, afternoon, laudable, mixed, contacts, feelings, indeed, vibrant, personally, continental",1
3768,"guyana, venezuela, controversy, 1899, 1966, arbitral, guiana, bolivarian, claim, court",1
3769,"intellectual, property, patents, patent, privatize, override, technically, rigid, consumed, hinders",1
3776,"rape, rapes, sexual, weapon, luvungi, sequence, entailing, kivu, unconscionable, forbidden",1
3784,"lent, social, council, assembly, economic, enabling, general, along, establishment, help",1
3785,"scientific, educational, cultural, roundtable, tashkent, ministries, circles, discipline, proclaimed, says",1
3793,"monuments, monument, statues, undamaged, shuddered, cultural, heritage, historical, hussain, easier",1
3794,"imperfectly, integrate, integration, poorer, integrated, identification, into, smooth, facilitate, developing",1
3798,"coordination, synchronization, closeness, aiming, synergy, capability, bretton, agencies, proper, collaboration",1
3799,"trading, systems, financial, permitted, transactions, trade, finance, exporting, regulating, mining",1
3800,"preventive, diplomacy, cica, asia, interaction, centre, fledged, kazakhstan, predicting, toolkit",1
3802,"extradition, extraditables, speedier, carriles, fugitives, extradited, extradite, apprehend, organizers, offenders",1
3803,"add, voice, chorus, confine, lending, chairperson, wonderful, signatory, listening, obliged",1
3804,"marino, san, undisputed, technologically, 2573, waldensian, fosters, evangelical, relies, egidio",1
3807,"primary, deaing, tract, fantasy, marketing, bear, cognizant, hardly, original, occupy",1
3809,"entertained, penholders, originate, relent, biased, overemphasized, independently, selection, african, breaking",1
3814,"protect, blacklists, patrimony, aiding, flame, accusing, guise, mighty, elaboration, protects",1
3818,"loved, condolences, deepest, prayers, sympathies, frontline, lost, ones, covid, families",1
3820,"indispensable, malleability, indispensability, confer, invaluable, settle, tool, remains, makes, conclude",1
3828,"roles, assembly, social, economic, devoted, unjust, invite, general, socio, whether",1
3832,"cplp, portuguese, speaking, language, portuguesa, cpld, ibero, befalls, honored, cabo",1
3840,"today, setbacks, modern, shows, contrary, world, contributions, despite, what, said",1
3845,"58, 55, intact, fao, old, arose, 60, 61, organization, 69",1
3846,"reconciliation, reconstruction, unity, healing, comorian, harder, facilitated, inside, regain, national",1
3848,"tenets, humanitarian, algorithm, robots, redundant, amplify, brazen, neglecting, manifesto, killer",1
3849,"haya, rashed, ms, mrs, sheikha, khalaifa, rasheed, predecessor, her, compliments",1
3850,"haya, rashed, sheikha, khalifa, ms, al, shaikha, rasheed, her, bint",1
3852,"propaganda, notinmyname, spouting, hatched, coerced, panic, machine, malicious, sowing, designs",1
3854,"energy, factor, anther, mess, lowest, crisis, answer, triggering, problematic, confronts",1
3862,"nassir, abdulaziz, praising, excellency, predecessor, abdelaziz, congratulate, mr, nasser, outgoing",1
3868,"vision, farfetched, lodestar, encapsulate, affords, sorely, societal, applauds, urging, lacking",1
3869,"decisiveness, decisive, decisively, stymied, worry, matched, deem, window, prestigious, sufficiently",1
3878,"products, agricultural, touted, importation, surplus, goods, manufacturing, items, deficit, simultaneously",1
3880,"monaco, principality, monegasque, visionaries, placement, specificity, keystone, vicinity, statutory, freezing",1
3883,"paraguay, paraguayan, efta, reaffirms, personnel, woken, escalations, resound, trained, bilingual",1
3886,"enabling, environment, environments, create, empower, providing, creates, citizen, creating, foster",1
3888,"investment, investments, productive, springboard, cyclical, social, reviving, discipline, entail, expenditure",1
3889,"express, opportunity, seize, clarification, take, avail, convey, thoughts, myself, me",1
3894,"maintain, durable, foster, develop, peace, security, development, international, live, developed",1
3897,"governance, exceed, strikes, relates, smart, embodied, managing, enabled, architecture, concept",1
3898,"violent, indecencies, reoccurrence, hawa, unholy, unionists, zainab, bangura, probability, spilled",1
3899,"illicit, drugs, drug, dea, aiding, nefarious, justifiable, criminality, evils, routes",1
3911,"pained, tribes, currents, peoples, inhabitants, region, distinction, bless, basin, referred",1
3914,"succeeding, scourge, save, generations, saving, lifetime, twice, sorrow, saved, untold",1
3915,"round, perfunctorily, collapsed, eludes, relegated, fallout, setback, echo, seems, fails",1
3917,"pilot, eight, trailing, delivering, automatic, testing, experiences, assessing, chosen, applying",1
3922,"puerto, rico, rican, colonial, waving, rivera, lópez, oscar, patriot, independence",1
3923,"assuring, guarantees, pool, sustainable, competitiveness, mindful, adhere, ecowas, legacy, achievement",1
3930,"phony, assume, responsibility, entrusted, justly, bigger, bears, govern, exclusive, responsible",1
3933,"negative, forces, banishing, mars, operating, neutralizing, wreak, manipulated, allied, abandoned",1
3934,"binding, instrument, legally, codifies, indefinite, stricter, deriving, duration, prohibit, containing",1
3937,"hunte, julian, lucia, saint, robert, senator, statesmen, minister, discharged, stewardship",1
3948,"doubts, doubted, beguiling, doubt, veil, harbours, postponement, reshaped, naive, understandable",1
3950,"controversial, controversies, controversy, ambiguous, revising, inclination, contentious, disputed, confrontations, surrounding",1
