Country,Session,Year,Sentence,Country Name,Topic,Topic Name
POL,61,2006,Energy security should be  based on the diversification of energy sources and on  the development of energy relationships that cannot be  used as a means of political pressure,Poland,10,Energy Security
GBR,61,2006,"But  there is a dilemma: if we provide affordable energy by  burning fossil fuels, we accelerate climate change",United Kingdom,11,Climate Change and Renewable Energy
GBR,61,2006,"But it is based, in China as elsewhere,  on a rapidly increasing use of the fossil fuels that are  creating climate change",United Kingdom,11,Climate Change and Renewable Energy
GBR,61,2006,We must  work together to find paths for economic growth that  will protect our climate,United Kingdom,11,Climate Change and Renewable Energy
GBR,61,2006,"One of the  key emerging findings of his work is that while it will  not cost the Earth to solve climate change, it will cost  the Earth, literally as well as financially, if we do not",United Kingdom,11,Climate Change and Renewable Energy
BGR,61,2006,We support the entry into force of the  Comprehensive Nuclear-Test-Ban Treaty,Bulgaria,0,Nuclear Weapons
BGR,61,2006,"We firmly  believe that the unresolved question of the Iranian  nuclear programme should be dealt with promptly, on  the basis of Security Council resolution 1696 (2006)  and relevant decisions of the International Atomic  Energy Agency",Bulgaria,0,Nuclear Weapons
CHN,61,2006,"As regards the nuclear issue on the Korean  Peninsula, China is committed to maintaining peace  and stability on the Peninsula, making it free of nuclear  weapons and promoting the six-party talks",China,0,Nuclear Weapons
CHN,61,2006,"At the same  time, the legitimate right of countries to the peaceful  use of nuclear energy should be fully respected,  provided they fulfil their relevant international  obligations",China,9,Nuclear Energy
BFA,61,2006,The question of nuclear energy has been on the  agenda of most of our meetings for some time,Burkina Faso,9,Nuclear Energy
BFA,61,2006,It is now imperative that we give full force  to the Treaty on the Non-Proliferation of Nuclear  Weapons,Burkina Faso,0,Nuclear Weapons
BFA,61,2006,"However, we must do so without prejudice to  the rights of all States to develop, produce and use  nuclear energy for peaceful purposes",Burkina Faso,9,Nuclear Energy
ARG,61,2006,"Our countries wish to receive investments and  present profitable opportunities in the energy,  transportation and infrastructure fields, and even in  sensitive sectors",Argentina,10,Energy Security
ARG,61,2006,We reiterate here our will to achieve peaceful  nuclear development under the verification of  international organizations,Argentina,9,Nuclear Energy
ARG,61,2006,"Argentina’s commitment to  disarmament and the non-proliferation of nuclear  weapons, our adherence to the Treaty on the Non- Proliferation of Nuclear Weapons and our long- standing practice in the field are known to all",Argentina,0,Nuclear Weapons
IND,61,2006,The existence of nuclear weapons continues to  threaten international peace and security,India,0,Nuclear Weapons
IND,61,2006,"In our view,  the best non-proliferation measure is universal  disarmament, and the international community needs to  take immediate steps to eliminate the threat of the use  of nuclear weapons",India,0,Nuclear Weapons
IND,61,2006,"In recent years, new dangers have emerged due to  the threat of proliferation of weapons of mass  destruction-related materials and technologies to non-     9 06-53952    State actors and terrorist groups",India,0,Nuclear Weapons
SWE,61,2006,"With an estimated 27,000 nuclear weapons in the  world, we have to make progress in addressing the  threat posed by weapons of mass destruction",Sweden,0,Nuclear Weapons
SWE,61,2006,Disarmament and non-proliferation are crucial to world  security,Sweden,0,Nuclear Weapons
SWE,61,2006,The international community’s concerns over  Iran’s nuclear programme must be met,Sweden,0,Nuclear Weapons
SWZ,61,2006,13 06-53958     We fully support the African Nuclear-Weapon- Free Zone Treaty and call for the elimination of all  nuclear weapons by those States that possess them,Eswatini,0,Nuclear Weapons
SWZ,61,2006,"As  part of our commitment to a peaceful world, we  support the efforts of the Conference on Disarmament  concerning the prohibition of the development and  manufacture of new types of weapons of mass  destruction",Eswatini,0,Nuclear Weapons
MDG,61,2006,"Where there is a lack of  capacity in an area, it is necessary to strengthen that  area",Madagascar,17,Technology Capacity Building
MDG,61,2006,The transfer of knowledge is as urgent as is  the transfer of capital,Madagascar,18,Technology Transfer
RUS,61,2006,"Against  that background, the growing interest of many States in  nuclear energy may give rise to concerns, given the  trend towards the global proliferation of sensitive  technologies",Russian Federation,9,Nuclear Energy
RUS,61,2006,"Apart from current resolute steps to find  negotiated solutions to individual problems — such as  the Iranian nuclear programme and the problem of the  Korean peninsula — there is a need for an urgent effort  by the entire international community to systematically  strengthen non-proliferation regimes on a generally  acceptable basis, while ensuring that the benefits of  peaceful atomic energy are legitimately accessible to  all States",Russian Federation,0,Nuclear Weapons
RUS,61,2006,We are confident that the development and  practical implementation of such approaches — in  cooperation with all countries with an interest in  modern and safe nuclear energy — will make it       06-53005 30    possible to resolve non-proliferation issues in a non- confrontational manner,Russian Federation,9,Nuclear Energy
RUS,61,2006,"That agenda should include  the entry into force of the Comprehensive Nuclear- Test-Ban Treaty, non-deployment of weapons in outer  space, conclusion of a fissile material cut-off treaty and  ensuring information security",Russian Federation,0,Nuclear Weapons
RUS,61,2006,"Nuclear-weapon-free  zones play an important role, and we welcome the  creation of such a zone in Central Asia",Russian Federation,0,Nuclear Weapons
IDN,61,2006,There is also a great need for dialogue to address  the proliferation of nuclear weapons in Asia,Indonesia,0,Nuclear Weapons
IDN,61,2006,"While the  threat of nuclear weapons has subsided in other  regions, a new nuclear theatre may be developing from  West to East Asia",Indonesia,0,Nuclear Weapons
IDN,61,2006,It is therefore important that we find a diplomatic  solution to the nuclear issue regarding Iran and North  Korea,Indonesia,0,Nuclear Weapons
IDN,61,2006,"The Treaty on the Non-Proliferation of Nuclear  Weapons (NPT), as the cornerstone of disarmament,  must be strengthened",Indonesia,0,Nuclear Weapons
IDN,61,2006,Another essential requirement of development is  technology,Indonesia,17,Technology Capacity Building
SYR,61,2006,Israel is the sole Power in possession of nuclear  weapons in the Middle East,Syrian Arab Republic,0,Nuclear Weapons
DNK,61,2006,Weapons of mass destruction and terrorism  represent a deadly combination,Denmark,0,Nuclear Weapons
BHS,61,2006,"There must be a strategic alliance  between developed economies and those in our region  to ensure that those security vulnerabilities are  minimized, if not eliminated",Bahamas,10,Energy Security
RWA,61,2006,"It is critical, therefore, that we  invest heavily in sustainable alternative energy sources  for the long term",Rwanda,11,Climate Change and Renewable Energy
WSM,61,2006,Climate change issues remain a priority for the  Pacific region,Samoa,11,Climate Change and Renewable Energy
GHA,61,2006,Yet another scourge to the security of the world  are the snail-paced talks on the elimination of nuclear  weapons and the added threat of the proliferation of  those weapons,Ghana,0,Nuclear Weapons
GHA,61,2006,"We make this appeal not unaware of the positive  uses of nuclear energy, but so long as those nations  which already possess these weapons and those on the  verge of breaking into the mastery of the technology do  not show transparency with their know-how, the world  will feel insecure",Ghana,9,Nuclear Energy
BDI,61,2006,"These include, in particular,  nuclear disarmament, which continues to poison  international relations",Burundi,0,Nuclear Weapons
VNM,61,2006,"Achievements in science and technology,  especially information technology, and globalization  have brought about great opportunities for all  countries",Viet Nam,8,General Emerging Technologies
VNM,61,2006,"Technology transfer,  capacity-building and human resource development  should be further promoted",Viet Nam,17,Technology Capacity Building
MLI,61,2006,"Security cannot be ensured in an environment in  which the movement of small arms and light weapons  continues to destroy human lives, destabilize States  and impede their economic and social development",Mali,10,Energy Security
PAK,61,2006,A stable security environment is also important  for peace in our region,Pakistan,10,Energy Security
PAK,61,2006,Pakistan has a legitimate requirement for nuclear  power generation to meet the energy needs of our  expanding economy and our expanding industry,Pakistan,9,Nuclear Energy
PAK,61,2006,"As a  responsible nuclear State, we will continue to seek  nuclear technology for power generation under  International Atomic Energy Agency safeguards",Pakistan,9,Nuclear Energy
IRL,61,2006,Sustainable  development must include addressing the immense  global threat of climate change,Ireland,11,Climate Change and Renewable Energy
IRL,61,2006,In the next review of the  Treaty on the Non-Proliferation of Nuclear Weapons  we must do better,Ireland,0,Nuclear Weapons
MUS,61,2006,Mauritius supports the aim of the total elimination of  all nuclear weapons on the basis of a comprehensive  and non-discriminatory disarmament regime,Mauritius,0,Nuclear Weapons
MUS,61,2006,Climate change is yet another serious threat,Mauritius,11,Climate Change and Renewable Energy
NER,61,2006,Another serious threat to international peace and  security is posed by nuclear weapons,Niger,0,Nuclear Weapons
LBY,61,2006,It is important not to confuse weapons of mass  destruction and nuclear non-proliferation with  programmes for the peaceful uses of nuclear energy,Libya,0,Nuclear Weapons
LBY,61,2006,"Under international law, all States have the right to  conduct research and develop their scientific  capabilities for the peaceful uses of nuclear energy",Libya,9,Nuclear Energy
DOM,61,2006,"In the meantime, many people  could benefit from this situation, through remittances,  the creation of networks of contacts and cooperation,  capacity-building in human resources, technology  transfer and diverse forms of collaboration and  exchange",Dominican Republic,18,Technology Transfer
ETH,61,2006,We have succeeded in  channelling our limited resources into capacity- building and infrastructure programmes serving the  entire country,Ethiopia,17,Technology Capacity Building
FSM,61,2006,It is well established by the Intergovernmental  Panel on Climate Change (IPCC) and other highly  respected scientific organizations that the Earth’s  climate is adversely changing due to our carbon  economy and the emission of greenhouse gases,"Micronesia, Federated States of",11,Climate Change and Renewable Energy
FSM,61,2006,"To mitigate that obstacle and  prevent the perpetuation of this carbon economy, my  Government has prioritized renewable energy as the  way forward","Micronesia, Federated States of",11,Climate Change and Renewable Energy
FSM,61,2006,"We will  continue to look to the international community,  including our development partners, to help ensure that  such technologies are transferred and put in place  effectively","Micronesia, Federated States of",18,Technology Transfer
FSM,61,2006,Micronesia is concerned about the threats to  regional stability and international peace and security  posed by nuclear proliferation,"Micronesia, Federated States of",0,Nuclear Weapons
URY,61,2006,Another subject that relates to the current  situation and the future is climate change and the  degradation of the environment,Uruguay,11,Climate Change and Renewable Energy
TKM,61,2006,"In terms of preserving peace and security,  non-proliferation of weapons of mass destruction is  one of the most acute problems on today’s global  agenda",Turkmenistan,0,Nuclear Weapons
LUX,61,2006,The proliferation of weapons of mass destruction  and their delivery systems continues to give rise to  grave concern at the international level,Luxembourg,0,Nuclear Weapons
ISL,61,2006,"In this connection, I should like to refer in  particular to two areas of sustainable development:  ocean issues and energy issues",Iceland,11,Climate Change and Renewable Energy
ISL,61,2006,"While Icelanders  enjoy the good fortune of having clean, renewable  energy for 70 per cent of our total energy use, energy  issues are increasingly becoming one of the main  drivers of the sustainable development agenda within      15 06-53609    the United Nations",Iceland,11,Climate Change and Renewable Energy
ISL,61,2006,"Unfortunately, more energy consumption in most  cases means greater greenhouse gas emissions",Iceland,11,Climate Change and Renewable Energy
ISL,61,2006,One way certainly  is to increase substantially the share of renewables in  world energy demand,Iceland,11,Climate Change and Renewable Energy
ISL,61,2006,That is why Iceland is taking an  active part in promoting renewables and new  technologies through its development cooperation and  the work of the geothermal department of the United  Nations University,Iceland,11,Climate Change and Renewable Energy
HUN,61,2006,The proliferation of weapons of mass destruction  and their delivery systems constitutes a major threat to  international peace and security,Hungary,0,Nuclear Weapons
HUN,61,2006,The most important  challenge faced by the international community in this  context is non-compliance with the Treaty on the Non- Proliferation of Nuclear Weapons (NPT),Hungary,0,Nuclear Weapons
UZB,61,2006,Uzbekistan calls upon  nuclear powers to accede to the protocol on security  guarantees annexed to the Central Asia Nuclear- Weapon-Free Zone Treaty as soon as possible,Uzbekistan,0,Nuclear Weapons
LIE,61,2006,It is only through such a new partnership that  we will be able to make the quantum leap towards an  era of implementation,Liechtenstein,4,Quantum Technology
HRV,61,2006,Weapons of mass  destruction are yet another cause of grave concern,Croatia,0,Nuclear Weapons
HRV,61,2006,Weapons of mass destruction and a common  approach to non-proliferation must remain our focus,Croatia,0,Nuclear Weapons
GAB,61,2006,"Similarly, we have the moral duty and  shared responsibility to renew disarmament  negotiations, particularly in the nuclear sphere",Gabon,0,Nuclear Weapons
BHR,61,2006,"This would create a positive atmosphere that would  help address issues in a spirit of conciliation and in  accordance with international law, particularly on the  issue of the use of nuclear energy for peaceful  purposes, in order not to threaten the security,  economic and environmental concerns of the countries  of the region and help them avoid the dangers of  confrontation and tension",Bahrain,9,Nuclear Energy
BHR,61,2006,"At the same  time, we affirm the right of States to use nuclear  energy for peaceful purposes, in accordance with the  Treaty on the Non-Proliferation of Nuclear Weapons  and under the International Atomic Energy Agency  safeguards regime",Bahrain,9,Nuclear Energy
ROU,61,2006,There are many ways to do  much more within existing structures and available  resources in terms of time and money,Romania,17,Technology Capacity Building
ROU,61,2006,The proliferation of weapons of mass destruction  has emerged as a major threat to global security and  international stability,Romania,0,Nuclear Weapons
ROU,61,2006,"This year, the summit will have the  theme “Information technologies in education”",Romania,15,Technology in Education
STP,61,2006,"Climate change is already sabotaging many of the  efforts being made to achieve sustainable development  goals, augmenting poverty in developing countries,  especially in the least developed countries and the  small island developing States",Sao Tome and Principe,11,Climate Change and Renewable Energy
LCA,61,2006,"In this connection, the international community,  in particular our developed partners, needs to take  more aggressive action to promote the development  and distribution of renewable energy and energy  efficiency technologies in developed and developing  countries alike",Saint Lucia,11,Climate Change and Renewable Energy
LCA,61,2006,To assist developing countries to play  their part in this connection there is a need to establish  a global renewable energy and energy efficiency fund,Saint Lucia,11,Climate Change and Renewable Energy
NPL,61,2006,We are also constantly  reminded of the deadlock in efforts to resolve nuclear  issues by peaceful means,Nepal,0,Nuclear Weapons
LBR,61,2006,"While countries in the developed world are leaping  ahead in science and technology, we are still groping to  find the means to combat curable diseases and to join  in the search to address incurable ones",Liberia,14,Health Technology
VAT,61,2006,"The ideology of power can go so far as to regard  the possession of nuclear weapons as an element of  national pride, and it does not exclude the outrageous  possibility of employing nuclear weapons against its  adversaries",Holy See (Vatican City State),0,Nuclear Weapons
UKR,61,2006,More  than a decade ago Ukraine made a historic contribution  in this area when it unilaterally renounced the world’s  third largest nuclear weapons arsenal,Ukraine,0,Nuclear Weapons
UKR,61,2006,"Lately, the international community has been  concerned with the nuclear programme of Iran",Ukraine,0,Nuclear Weapons
UKR,61,2006,"Because issues of energy security  are very important for Europe today, the Black Sea and  Caspian Sea regions take on special significance for  the secure, stable extraction and transportation of  energy resources",Ukraine,10,Energy Security
BIH,61,2006,Our  institutions are focused on cutting off the financial  support networks,Bosnia and Herzegovina,13,Financial Technology
NAM,61,2006,The proliferation of such weapons  compromises peace and security,Namibia,0,Nuclear Weapons
IRN,61,2006,"The first is the unbridled expansion of nuclear,  chemical and biological weapons","Iran, Islamic Republic of",0,Nuclear Weapons
IRN,61,2006,Some Powers have  proudly announced the production of second- and  third-generation nuclear weapons,"Iran, Islamic Republic of",0,Nuclear Weapons
IRN,61,2006,"What do they need  those weapons for? Is the development and stockpiling  of such deadly weapons designed to promote peace and  democracy? Or, are the weapons actually instruments  of coercion and threat directed against other peoples  and Governments?   How long should the people of the world have to  live with the nightmare of nuclear, biological and  chemical weapons? What binds the Powers that  produce and possess those weapons? How can they be  held accountable by the international community?  Furthermore, are the inhabitants of those countries  content with wasting their wealth and resources on the  production of such destructive arsenals? Is it not  possible to rely on justice, ethics and wisdom instead  of on such instruments of death? Are not wisdom and  justice more compatible with peace and tranquillity      37 06-52737    than nuclear, chemical and biological weapons? If  wisdom, ethics and justice prevail, then oppression and  aggression will be uprooted, threats will wither away  and no reason will remain for conflict","Iran, Islamic Republic of",0,Nuclear Weapons
IRN,61,2006,All our nuclear activities are  transparent and peaceful and are under the watchful  eyes of IAEA inspectors,"Iran, Islamic Republic of",0,Nuclear Weapons
IRN,61,2006,"Some  of them have abused nuclear technology for non- peaceful ends, including the production of nuclear  bombs, and some even have a bleak record of using  them against humanity","Iran, Islamic Republic of",0,Nuclear Weapons
IRN,61,2006,"Threats to use nuclear  weapons and other instruments of war, by some powers  have taken the place of respect for the rights of nations  and the maintenance and promotion of peace and  tranquillity","Iran, Islamic Republic of",0,Nuclear Weapons
DMA,61,2006,"National effort is, therefore, focused on developing  alternative, renewable energy sources, such as hydro,  wind and geothermal",Dominica,11,Climate Change and Renewable Energy
NGA,61,2006,“Humankind has made giant strides in the  field of nuclear technology since the discovery of  the atom,Nigeria,9,Nuclear Energy
NGA,61,2006,"Indeed, nuclear energy has become a  veritable source of socio-economic development  and a reliable source of electricity generation",Nigeria,9,Nuclear Energy
NGA,61,2006,"We  note in particular the global trend towards the  utilization of nuclear technology for the  generation of electricity, agricultural  development, human health and environmental  development, especially for developing countries",Nigeria,9,Nuclear Energy
NGA,61,2006,We wish to  assure the international community of our  determination to restrict the use of nuclear energy  to purely peaceful purposes,Nigeria,9,Nuclear Energy
IRQ,61,2006,Such zones safeguard the right of countries to  develop technical capacity for the scientific and  peaceful use of nuclear energy in order to achieve the  goals of sustainable development,Iraq,9,Nuclear Energy
IRQ,61,2006,Iraq will also join the Chemical Weapons  Convention and other international instruments  pertaining to such weapons,Iraq,2,Chemical Weapons
MLT,61,2006,Climate change and global warming are not  issues that can be relegated to intellectual exercises,Malta,11,Climate Change and Renewable Energy
YEM,61,2006,"Today, 20 September, the second direct presidential  election and elections for local councils have taken  place competitively in a free and fair atmosphere",Yemen,20,Election Interference
YEM,61,2006,"Given our concern for the promotion of trust  among all countries seeking to develop their nuclear  energy for peaceful purposes, we call upon all to  cooperate in the creation of a joint entity for nuclear  research for peaceful purposes, in cooperation with the  International Atomic Energy Agency",Yemen,9,Nuclear Energy
CZE,61,2006,There is a widening debate regarding energy  security,Czechia,10,Energy Security
CZE,61,2006,But there is an  even greater threat: the possible proliferation of  weapons of mass destruction,Czechia,0,Nuclear Weapons
CZE,61,2006,Both those countries should fully comply with the  nuclear non-proliferation regimes and abandon any  ambitions going beyond the peaceful use of nuclear  power,Czechia,0,Nuclear Weapons
MHL,61,2006,Another important issue also being discussed on  the home front is that of the nuclear-weapons tests that  were conducted in the Marshall Islands,Marshall Islands,0,Nuclear Weapons
MHL,61,2006,Our people  have made a disproportionate sacrifices in helping the  world understand the power of the nuclear bomb,Marshall Islands,0,Nuclear Weapons
MHL,61,2006,"As a small country with limited resources, we are  of course focusing our efforts on addressing the  nuclear legacy",Marshall Islands,0,Nuclear Weapons
MHL,61,2006,"Marshall Islands reiterates its firm commitment  to the Treaty on the Non-proliferation of Nuclear  Weapons (NPT) and its objectives of preventing the  spread of nuclear weapons and weapons technology,  fostering the peaceful uses of nuclear energy and  furthering the goal of achieving general and complete  disarmament",Marshall Islands,0,Nuclear Weapons
SDN,61,2006,Funding issues and the transfer of technology are still  main components of sustainable development,Sudan,18,Technology Transfer
USA,61,2006,Iran must abandon its nuclear  weapons ambitions,United States,0,Nuclear Weapons
KHM,61,2006,"In that regard, we  need to strengthen the Treaty on the Non-Proliferation  of Nuclear Weapons (NPT) regime in order to secure a  better and more peaceful world for all",Cambodia,0,Nuclear Weapons
CUB,61,2006,"The summit also  reaffirmed the basic and inalienable right of all States  to research, develop, produce and use nuclear energy  for peaceful purposes and to be free from any kind of  discrimination in this connection, in conformity with  their respective international obligations",Cuba,9,Nuclear Energy
CUB,61,2006,We have had enough of the  illusion that the problems of the world can be  solved by nuclear weapons,Cuba,0,Nuclear Weapons
KNA,61,2006,"The United Nations family, which comprises producers  and consumers of oil and energy products, must  collectively address a global energy security pact  incorporating best practices on energy conservation  and energy sources",Saint Kitts and Nevis,10,Energy Security
KOR,61,2006,The proliferation of weapons of mass destruction  poses an equally urgent and unacceptable threat to the  peace and security of the world,"Korea, Republic of",0,Nuclear Weapons
KOR,61,2006,"Meanwhile, we must seek peaceful solutions to  the outstanding challenges to the system, including the  Iranian nuclear issue that is before the Security  Council","Korea, Republic of",0,Nuclear Weapons
KOR,61,2006,"As for the situation on the Korean peninsula, the  nuclear and missile programmes of the Democratic  People’s Republic of Korea constitute a serious  challenge to the non-proliferation regime, as well as to  regional security","Korea, Republic of",0,Nuclear Weapons
TUV,61,2006,"To help developing countries contribute in a  committed way, we need stronger incentives to  promote the development and distribution of renewable  energy and energy efficiency technologies",Tuvalu,11,Climate Change and Renewable Energy
KAZ,61,2006,Kazakhstan has consistently called for an  enhanced nuclear-weapons non-proliferation regime,Kazakhstan,0,Nuclear Weapons
KAZ,61,2006,All peaceful nuclear programmes should be  carried out in a transparent manner under the control of  the International Atomic Energy Agency,Kazakhstan,0,Nuclear Weapons
FIN,61,2006,Addressing climate  change and biodiversity loss are integral parts of  achieving sustainable development,Finland,11,Climate Change and Renewable Energy
SAU,61,2006,It has long been acknowledged that the  proliferation of nuclear weapons has seriously  undermined the security of all countries,Saudi Arabia,0,Nuclear Weapons
SAU,61,2006,While we support the right of all countries to the  peaceful use of nuclear energy — including the  acquisition of know-how and nuclear technology for  peaceful purposes — we call on all parties to support  the path of negotiations and peaceful solutions with  regard to the Iranian nuclear issue,Saudi Arabia,9,Nuclear Energy
SAU,61,2006,Iran’s repeated  statements that its nuclear programme is restricted to  the peaceful uses of nuclear energy should continue to  serve as a strong basis for negotiations,Saudi Arabia,9,Nuclear Energy
GMB,61,2006,We must address the serious capacity  constraints that circumscribe the development efforts  of many an African country,Gambia,17,Technology Capacity Building
DEU,61,2006,"The package includes proposals  for closer diplomatic, economic and security  cooperation, and expressly acknowledges Iran’s right  to use nuclear energy for peaceful purposes",Germany,9,Nuclear Energy
DEU,61,2006,"However, the challenges of the proliferation of  nuclear weapons go far beyond that",Germany,0,Nuclear Weapons
DEU,61,2006,The next attempt to implement the Treaty on  the Non-Proliferation of Nuclear Weapons must not  fail,Germany,0,Nuclear Weapons
LTU,61,2006,Compliance with the Nuclear Non- Proliferation Treaty and the relevant Security Council  resolutions is a key to global security,Lithuania,0,Nuclear Weapons
SVN,61,2006,One of the items on the agenda of the Slovenian  EU presidency will certainly be energy security,Slovenia,10,Energy Security
SVN,61,2006,Attempts to address this problem in all its complexity  and with the involvement of many countries should  continue with renewed energy,Slovenia,11,Climate Change and Renewable Energy
LSO,61,2006,Also regrettable is the failure of the 2005 Review  Conference of the Parties to the Treaty on the Non- Proliferation of Nuclear Weapons to produce a  consensus substantive outcome document,Lesotho,0,Nuclear Weapons
KIR,61,2006,Still more needs  to be done to remove the threat posed by the  proliferation of weapons of mass destruction,Kiribati,0,Nuclear Weapons
KIR,61,2006,"For countries such as ours, global  warming and sea-level rise are critical security issues",Kiribati,10,Energy Security
ITA,61,2006,"The proliferation of weapons of mass  destruction, in particular nuclear weapons, has to be  seen today in the context, above all, of the negotiation  under way with Iran",Italy,0,Nuclear Weapons
ARE,61,2006,We support the right of countries to use nuclear  energy for peaceful purposes under the safeguards of  the International Atomic Energy Agency (IAEA),United Arab Emirates,9,Nuclear Energy
ARE,61,2006,That makes it incumbent upon Israel to accede to the  Treaty on the Non-Proliferation of Nuclear Weapons  and to subject all of its nuclear facilities to the IAEA  safeguards regime,United Arab Emirates,0,Nuclear Weapons
PNG,61,2006,Environmental degradation and climate change  continue unabated,Papua New Guinea,11,Climate Change and Renewable Energy
PNG,61,2006,We call upon all countries to ratify  the Comprehensive Nuclear-Test-Ban Treaty and other  related treaties to reduce the threat to international  peace and security by weapons of mass destruction,Papua New Guinea,0,Nuclear Weapons
SVK,61,2006,We are also deeply concerned about the nuclear  programme of Iran and the proliferation risk it presents  to international peace and security,Slovakia,0,Nuclear Weapons
SVK,61,2006,The proliferation of weapons of mass destruction  and related delivery systems technology continues to  threaten global security,Slovakia,0,Nuclear Weapons
EGY,61,2006,"Astonishingly,  some States continue to believe that their might and  dominance are based on their — and their allies’ —  continued possession of nuclear arsenals",Egypt,0,Nuclear Weapons
EGY,61,2006,These States  believe in the need to exercise strict control and  supervision of other States and to apply restrictions on  the use of nuclear energy for peaceful purposes,Egypt,9,Nuclear Energy
EGY,61,2006,"At the  same time, the great majority of Member States believe  that their commitment under the Treaty on the   Non-proliferation of Nuclear Weapons (NPT) not to  produce nuclear weapons was made on the basis of a  corresponding commitment by the nuclear-weapons  States to eliminate nuclear weapons under international  supervision within a specific time frame and to achieve  the universality of the Treaty",Egypt,0,Nuclear Weapons
EGY,61,2006,"Not only does the  maintenance of the existing nuclear arsenals jeopardize  the credibility of the NPT, it also threatens humanity  with total destruction and annihilation",Egypt,0,Nuclear Weapons
NZL,61,2006,Climate change is a reality,New Zealand,11,Climate Change and Renewable Energy
KGZ,61,2006,We regard this as a  joint contribution of the States of the region to global  security and to freeing humankind from the threat of  lethal weapons,Kyrgyzstan,0,Nuclear Weapons
KGZ,61,2006,"At present, non-nuclear zones are  becoming an important element in multilateral  mechanisms to counter nuclear terrorism",Kyrgyzstan,0,Nuclear Weapons
KGZ,61,2006,One of the distinguishing  features of our nuclear-free zone is its environmental  aspect,Kyrgyzstan,9,Nuclear Energy
KGZ,61,2006,States in the region have suffered more than  most from the negative impact of nuclear programmes  and testing,Kyrgyzstan,0,Nuclear Weapons
KGZ,61,2006,"Human radiation, radiation of our territory  and the dangers posed by uranium tailings are proof of  this",Kyrgyzstan,0,Nuclear Weapons
KGZ,61,2006,"Existing regional environmental problems are  being worsened by global warming, drought and soil  degradation",Kyrgyzstan,11,Climate Change and Renewable Energy
AUS,61,2006,"Alongside global security, these  are two issues crucial to our collective future",Australia,10,Energy Security
AUS,61,2006,"The great challenge is to address climate change  without jeopardizing economic growth, particularly in  developing countries",Australia,11,Climate Change and Renewable Energy
AUS,61,2006,The focus of the Asia-Pacific Partnership on  Clean Development and Climate is the development  and transfer of cleaner energy-generating technologies,Australia,11,Climate Change and Renewable Energy
AUS,61,2006,"The aim of the  Partnership is to bring developed and developing  countries together with the private sector to deploy  technologies — be they renewable energy or carbon  storage — to help reduce the dangers of climate  change, while not stalling economic growth and  development",Australia,11,Climate Change and Renewable Energy
GEO,77,2022,"As we know well, security brings stability and stability brings predictability, which is a crucial precondition for sustainable economic development",Georgia,10,Energy Security
GEO,77,2022,"Like many challenges, climate change affects developing nations first, hindering their ability to realize the Sustainable Development Goals",Georgia,11,Climate Change and Renewable Energy
GEO,77,2022,Education systems are critical for empowering prosperous and productive societies,Georgia,15,Technology in Education
GEO,77,2022,"Education in the twenty-first century means investing in digital literacy and promoting infrastructure in order to bridge the digital divide and ensure that future crises, whether related to public health, war or climate change, do not create dire situations",Georgia,15,Technology in Education
FIN,77,2022,"Besides mitigating climate change, we must adapt to it",Finland,11,Climate Change and Renewable Energy
FIN,77,2022,I want to underline this — fighting climate change and taking care of the economy are not contradictory,Finland,11,Climate Change and Renewable Energy
FIN,77,2022,The two biggest nuclear-weapon States have a unique responsibility to advance nuclear arms control and disarmament,Finland,0,Nuclear Weapons
FIN,77,2022,It is in the interest of all of us that progress in nuclear arms control and disarmament continue beyond the New START Treaty,Finland,0,Nuclear Weapons
FIN,77,2022,We call on the United States and the Russian Federation to continue their dialogue on strategic stability with a view to achieving further cuts in their nuclear arsenals,Finland,0,Nuclear Weapons
SAU,77,2022,"In that regard, we attach particular importance to implementing the Paris Agreement on Climate Change and supporting the gradual and responsible change towards diversified energy systems and sources that are more sustainable",Saudi Arabia,11,Climate Change and Renewable Energy
SAU,77,2022,"Achieving these goals requires everyone’s participation, bearing in mind the different national and regional circumstances, countries’ differing socioeconomic situations, the world energy situation and the access of all to such energy",Saudi Arabia,10,Energy Security
SAU,77,2022,My country is also keen to support the world economy by contributing to ensuring balanced energy markets,Saudi Arabia,10,Energy Security
SAU,77,2022,"We stress the importance of investing in fossil fuels and clean techniques in the coming two decades in order to meet the growing global demand and the interests of all consumers and producers, and to save the world from the negative consequences of unrealistic policies aimed at excluding the main sources of energy without considering the negative effects on world supply chains, inflation, high energy prices, increased unemployment rates and other security and socioeconomic effects",Saudi Arabia,11,Climate Change and Renewable Energy
TUV,77,2022,Those principles must govern the deployment and use of nuclear technology and the discharge of nuclear materials and waste into our blue Pacific continent,Tuvalu,0,Nuclear Weapons
TUV,77,2022,Most societies see climate change as mainly about cutting carbon emissions or mitigating future impacts,Tuvalu,11,Climate Change and Renewable Energy
KAZ,77,2022,"For the first time in two generations, we face the prospect of the use of nuclear weapons, and not even as a last resort",Kazakhstan,0,Nuclear Weapons
KAZ,77,2022,"When the global disarmament regime — both conventional and nuclear — is weakened, those three principles are threatened",Kazakhstan,0,Nuclear Weapons
KAZ,77,2022,"Kazakhstan has suffered terribly from past nuclear weapons testing, so we understand very clearly the dangers of escalating tensions among nuclear Powers",Kazakhstan,0,Nuclear Weapons
KAZ,77,2022,"For that reason, nuclear disarmament has become a key part of Kazakh foreign policy and we will be continuously struggling for a world free of nuclear arsenals",Kazakhstan,0,Nuclear Weapons
