Series Name,Series Code,Country Name,Country Code,2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
"Population, total",SP.POP.TOTL,Uzbekistan,UZB,30749346,31284568,31819178,32373490,32964701,33586372,34243696,34938955,35652307
"Population, total",SP.POP.TOTL,Vanuatu,VUT,266101,272087,278507,285259,291985,298858,305868,313046,320409
"Population, total",SP.POP.TOTL,"Venezuela, RB",VEN,30573972,30765720,30565323,29807592,28938098,28444077,28237826,28213017,28300854
"Population, total",SP.POP.TOTL,Viet Nam,VNM,92823254,94000117,95176977,96237319,97173776,98079191,98935098,99680655,100352192
"Population, total",SP.POP.TOTL,Virgin Islands (U.S.),VIR,107712,107516,107281,107001,106669,106290,105870,105413,104917
"Population, total",SP.POP.TOTL,West Bank and Gaza,PSE,4270092,4367088,4454805,4569087,4685306,4803269,4922749,5043612,5165775
"Population, total",SP.POP.TOTL,"Yemen, Rep.",YEM,31159379,32109010,33090921,34085182,35111408,36134863,37140230,38222876,39390799
"Population, total",SP.POP.TOTL,Zambia,ZMB,16399089,16914423,17441320,17973569,18513839,19059395,19603607,20152938,20723965
"Population, total",SP.POP.TOTL,Zimbabwe,ZWE,14399013,14600294,14812482,15034452,15271368,15526888,15797210,16069056,16340822
Population growth (annual %),SP.POP.GROW,Afghanistan,AFG,3.11995924146907,2.53571991833963,2.80833730805469,2.91080959861384,2.98438913621969,3.15360920291972,2.35609779179185,1.43570437048699,2.13559384981397
Population growth (annual %),SP.POP.GROW,Albania,ALB,-0.291205786840436,-0.159880412127734,-0.0919722937442495,-0.246732042281782,-0.426007367032238,-0.574206959244013,-0.926918061639398,-1.21579032012532,-1.14841763771287
Population growth (annual %),SP.POP.GROW,Algeria,DZA,2.05624795728459,2.05569111181654,2.03200060784518,1.93780623340147,1.84041291439333,1.71191216459393,1.61936460233826,1.58758210690673,1.49897601193923
Population growth (annual %),SP.POP.GROW,American Samoa,ASM,-1.10585645130594,-1.20431808595042,-1.26938746413556,-1.32302357149178,-1.38257886328442,-0.896274880494128,-1.0829920166826,-1.81008765020754,-1.71290294190977
Population growth (annual %),SP.POP.GROW,Andorra,AND,-2.14248382559065,0.00969831319383994,2.16803975005007,1.87885332176802,1.73050296926809,1.17775354895761,1.26362889534188,1.69676808598242,1.43374756867515
Population growth (annual %),SP.POP.GROW,Angola,AGO,3.60507162233632,3.57644143982026,3.54061221486272,3.45323300897802,3.38788422184303,3.26795864914978,3.18132259995095,3.14302612044601,3.08065530722915
Population growth (annual %),SP.POP.GROW,Antigua and Barbuda,ATG,0.722892009464778,0.624381829779871,0.553103046635761,0.504979187034594,0.480553889847623,0.526173366134419,0.546161676855974,0.530270318994476,0.511400156215609
Population growth (annual %),SP.POP.GROW,Argentina,ARG,1.04725888735726,0.968911125580978,0.881249595012674,0.822969480473088,0.710900853077743,0.484665636741261,0.265879395046274,0.210808731072658,0.286976121920089
Population growth (annual %),SP.POP.GROW,Armenia,ARM,-0.305729335573084,-0.410212518071397,-0.432038450211669,-0.349674218173286,-0.219168932037313,-0.0337609726366775,0.0270096898904032,0.2326562627468,0.728178919340382
Population growth (annual %),SP.POP.GROW,Aruba,ABW,1.02370103122312,0.75796755862231,0.007357607309414,0.158975971141518,0.270504632854835,-0.565684046703506,-0.82021108315363,-0.362774222330685,0.0456516784920034
Population growth (annual %),SP.POP.GROW,Australia,AUS,1.43921665259925,1.56194049810399,1.64682779735017,1.49599671041328,1.47749071058438,1.23342825131378,0.14089508329287,1.27269881377618,2.4474661688131
Population growth (annual %),SP.POP.GROW,Austria,AUT,1.12099250236958,1.08139629872802,0.694621103604983,0.487071924768999,0.444673639004876,0.415176731565556,0.435671684056384,0.956287797076634,0.989464653969154
Population growth (annual %),SP.POP.GROW,Azerbaijan,AZE,1.19120985807018,1.11785721013911,0.98126180450475,0.866316916370841,0.846646726414021,0.684365325388407,0.441197735816311,0.039507866238038,0.120242150339289
Population growth (annual %),SP.POP.GROW,"Bahamas, The",BHS,0.794122280116855,0.700545015838571,0.624247409539043,0.569969444023085,0.497339072752345,0.300555038290333,0.128749531818761,0.293483989063331,0.477303918283875
Population growth (annual %),SP.POP.GROW,Bahrain,BHR,4.15422184212278,3.82316300255316,5.29314527321994,0.131482303617889,-1.29469437720599,-0.781611308056263,2.16102845934147,1.34221960637543,3.37686417721007
Population growth (annual %),SP.POP.GROW,Bangladesh,BGD,0.89381937776758,0.892432416039535,0.850917315689336,0.820955197842845,0.84641125179804,0.836310836229073,0.814977993693211,1.02423384746683,1.22171475464107
Population growth (annual %),SP.POP.GROW,Barbados,BRB,0.230380947989644,0.217691837314076,0.204727378663704,0.192553930005438,0.176538259610281,0.174452216457154,0.159263661079578,0.0605883465692588,0.00637558575909917
Population growth (annual %),SP.POP.GROW,Belarus,BLR,0.132853236725342,0.0877210878706449,-0.109782322950581,-0.213824206997671,-0.201786600970723,-0.42347525027949,-0.82823272086807,-0.804228426880244,-0.540824986374776
Population growth (annual %),SP.POP.GROW,Belgium,BEL,0.579446241677791,0.506300002451376,0.385228018372369,0.455184695275022,0.540461327098122,0.430996815099722,0.411601996532257,0.808165350001861,0.913715890414841
Population growth (annual %),SP.POP.GROW,Belize,BLZ,2.10144194153298,2.32231207163985,2.30310203964335,1.86459847610366,1.46284533510266,1.28323598131052,1.1534704907648,1.85124805102003,2.05772774277288
Population growth (annual %),SP.POP.GROW,Benin,BEN,2.95391627666724,2.92460216679542,2.88117869411855,2.8136418840483,2.73538842831436,2.66259875153288,2.59230167510348,2.54740926342667,2.52274772277722
Population growth (annual %),SP.POP.GROW,Bermuda,BMU,-0.102367855986115,-0.0236382404794606,0.203106496014494,0.397146720463835,0.431459657274573,0.428052860400885,0.412307799470137,0.156108751379667,-0.0787967316952785
Population growth (annual %),SP.POP.GROW,Bhutan,BTN,1.01496572424441,0.973884473914115,0.86127488782821,0.716471130925301,0.66444642692507,0.675256502719854,0.703488233671584,0.703183917780367,0.698146584889649
Population growth (annual %),SP.POP.GROW,Bolivia,BOL,1.51686119793977,1.48970583998181,1.46124572329841,1.43337090655267,1.40657823805422,1.23396442673807,1.01931284088344,1.16425907336882,1.37334382280772
Population growth (annual %),SP.POP.GROW,Bosnia and Herzegovina,BIH,-1.30696713269434,-1.30267774814121,-1.28437067954589,-1.22313569369776,-1.23185506471358,-1.39008469041609,-1.66384860150923,-1.24363802761194,-0.617510129445164
Population growth (annual %),SP.POP.GROW,Botswana,BWA,1.42753223737773,1.41970172619868,1.42047647332447,1.41898108514606,1.42262847077389,1.4394103578493,1.49130106425067,1.58848021878269,1.64031664035479
Population growth (annual %),SP.POP.GROW,Brazil,BRA,0.791721773592796,0.761972670496742,0.72824666001736,0.683439571425594,0.651994346081362,0.579350709708032,0.425360907216456,0.360180890872169,0.395928695574996
Population growth (annual %),SP.POP.GROW,British Virgin Islands,VGB,4.55459685304489,-1.8135515178247,-3.54213397683474,5.81552290387566,4.8931677135622,2.01285185510385,1.79872484022046,1.33986872052852,1.72311000328138
Population growth (annual %),SP.POP.GROW,Brunei Darussalam,BRN,1.30210359279592,1.25964272152269,1.2107045656128,1.15739958778106,1.10621350885567,1.06148281648515,0.96027430523198,0.804554269312164,0.782881746925984
Population growth (annual %),SP.POP.GROW,Bulgaria,BGR,-0.638069468160719,-0.701382097841331,-0.730443175298289,-0.722080405222853,-0.703905641117455,-0.60024151846542,-0.814846471528947,-3.46781051603393,-3.00602010787702
Population growth (annual %),SP.POP.GROW,Burkina Faso,BFA,2.96196306547686,2.92508251378454,2.85291595529266,2.69713675384815,2.52989803984158,2.43522959287393,2.37649218888363,2.30907147387783,2.26973666268599
Population growth (annual %),SP.POP.GROW,Burundi,BDI,2.26851729292704,1.72186004024144,2.35048627086438,3.01898182778662,3.28367531420808,2.9086530249822,2.72425539520386,2.70585008916716,2.72764441044431
Population growth (annual %),SP.POP.GROW,Cabo Verde,CPV,0.0132719182020122,0.0312210963482392,0.0661175101881539,0.101723857752759,0.134109462358547,0.11178257414313,0.38203217521266,0.596688345869947,0.497087597239901
Population growth (annual %),SP.POP.GROW,Cambodia,KHM,1.46023762985186,1.45860767566845,1.38176596089867,1.24368277407927,1.26258301009769,1.47062988552696,1.47677836241244,1.33088813106016,1.28320677599476
Population growth (annual %),SP.POP.GROW,Cameroon,CMR,3.13934346036401,2.98933225067819,2.83499798189177,2.77030987519388,2.78164441246944,2.7244863481235,2.65496076580698,2.62905090961273,2.64245336134821
Population growth (annual %),SP.POP.GROW,Canada,CAN,0.760300145238936,1.13153974027004,1.19543575451553,1.43322615679352,1.46171259938134,1.08436897113225,0.553902422386893,1.81192255344382,2.93227401162387
Population growth (annual %),SP.POP.GROW,Cayman Islands,CYM,2.43357767472909,2.33773131582921,2.24869427399836,2.15526905432315,2.08009420729087,1.9954930548265,2.05206347593734,2.09324575309515,2.00104859136332
Population growth (annual %),SP.POP.GROW,Central African Republic,CAF,0.132677645471712,1.80553237158984,1.67978155291511,1.76068487647458,1.34469255324203,1.64324789708014,1.68608971248183,-0.275432271573156,1.06107453184959
Population growth (annual %),SP.POP.GROW,Chad,TCD,3.18336105662872,3.13868697646131,3.30639583736028,3.35956028710956,3.21991132048391,3.18197036099619,3.44423869357111,3.45668911084691,4.57399213394625
Population growth (annual %),SP.POP.GROW,Channel Islands,CHI,0.446380040967648,0.262115340226344,0.265690188653133,0.38266747377841,0.417438625700863,0.359172843142478,0.30392604241618,0.283869921965387,0.284259058075622
Population growth (annual %),SP.POP.GROW,Chile,CHL,1.0215666887643,1.2094154366484,1.58394825779579,1.78538584857741,1.59911795256016,0.896491953505063,0.441498091207504,0.495789591494285,0.53962870957127
Population growth (annual %),SP.POP.GROW,China,CHN,0.581456146657648,0.573050906069647,0.605245013482969,0.467672053461959,0.354740890170827,0.238040870229883,0.0892522000412526,-0.0130995013525784,-0.103794531589067
Population growth (annual %),SP.POP.GROW,Colombia,COL,0.864942376762699,0.990548549326914,1.45147726169193,1.83913784861099,1.78615507724394,1.43632167326968,1.09642825395961,1.06829295530618,1.12092864340999
Population growth (annual %),SP.POP.GROW,Comoros,COM,2.11093338446849,2.05111578193354,1.99257798738542,1.95274153616222,1.92385702700328,1.96199379762606,1.97631988078353,1.93837687010445,1.92327433672711
Population growth (annual %),SP.POP.GROW,"Congo, Dem. Rep.",COD,3.3022434270539,3.54100823238224,3.65684620577994,3.34726508426912,3.1695285579572,3.22098049233111,3.23790848096045,3.2234019442495,3.25963514299902
Population growth (annual %),SP.POP.GROW,"Congo, Rep.",COG,2.41638740919909,2.42169941927317,2.43024073423953,2.43884022378671,2.40634419722279,2.39477691216791,2.39414288318435,2.39665300284304,2.41919038084212
Population growth (annual %),SP.POP.GROW,Costa Rica,CRI,1.06246520512643,1.01105286688192,0.944345948457895,0.904494518403601,0.838278384859255,0.6929953994471,0.508564932290693,0.429453043658398,0.46646444898736
Population growth (annual %),SP.POP.GROW,Cote d'Ivoire,CIV,2.88906178023194,2.90076810314127,2.82237176165589,2.69696827034562,2.61916841176218,2.53019803537112,2.47398737434864,2.51622934953513,2.50384681190665
Population growth (annual %),SP.POP.GROW,Croatia,HRV,-1.19410185876662,-1.08634598144505,-1.60675520461679,-1.31087324504252,-0.992302961069294,-0.894863743984583,-0.904000889163613,-0.603521952188318,0.104856226330186
Population growth (annual %),SP.POP.GROW,Cuba,CUB,-0.0949432805207596,-0.0838750367097098,-0.157976772172404,-0.1843030451865,-0.216424863402489,-0.236755669324081,-0.486006262271645,-0.562151275082133,-0.361317873522215
Population growth (annual %),SP.POP.GROW,Curacao,CUW,1.31959390251523,1.06031644056836,0.319536038312865,-0.525178744011738,-1.19643951751799,-1.59676619476798,-1.6777912474095,-1.56965834139861,-1.43292207278827
Population growth (annual %),SP.POP.GROW,Cyprus,CYP,1.46213136863434,1.43370522557944,1.377808546931,1.30393306995205,1.24612155650882,1.20329712567783,1.1499785451605,1.06174678712373,1.0167681770201
Population growth (annual %),SP.POP.GROW,Czechia,CZE,0.196588748472653,0.192048415842684,0.265642663548985,0.334427262299794,0.393788864202175,0.243222682211879,-1.81187141002542,1.5709725672011,1.78238907045946
Population growth (annual %),SP.POP.GROW,Denmark,DNK,0.706423849687002,0.780392644135167,0.643350903737356,0.495838925879129,0.358130915892652,0.291641177476633,0.433414489409722,0.787502464739957,0.741185515720057
Population growth (annual %),SP.POP.GROW,Djibouti,DJI,1.73961273409176,1.68519891610854,1.64286125399062,1.60259372935612,1.55766086478885,1.50228656339009,1.44268944208775,1.40352932560807,1.38410272350128
Population growth (annual %),SP.POP.GROW,Dominica,DMA,0.0525631657968539,-1.14845280097172,-1.60754211187345,-0.471208891199626,-0.432182012456847,-0.453294538586472,-0.550548598917183,-0.561078261856387,-0.473991407609536
Population growth (annual %),SP.POP.GROW,Dominican Republic,DOM,1.14988204322301,1.11122425240832,1.08787494846018,1.07428473724925,1.0333133463082,1.04334076460591,1.04082961778304,0.959629735113671,0.891159203732232
Population growth (annual %),SP.POP.GROW,Ecuador,ECU,1.43093059839379,1.45809147770557,1.52946083980042,1.71572391035149,1.68935479627168,1.18125258230486,0.774314023514489,0.796723652034201,0.872456027022398
Population growth (annual %),SP.POP.GROW,"Egypt, Arab Rep.",EGY,2.09892554805563,2.03468294927084,1.99817843887244,1.89713831833082,1.75497438173801,1.62495386951696,1.4908053906311,1.48609697540294,1.68834126904494
Population growth (annual %),SP.POP.GROW,El Salvador,SLV,0.335654632494608,0.276539934558171,0.205133928097967,0.100922206462958,0.0403628806830014,0.198362574897496,0.338002420196154,0.39146192798287,0.465531145369394
Population growth (annual %),SP.POP.GROW,Equatorial Guinea,GNQ,3.79160484192286,3.66421838047825,3.53129362583944,3.39945242088076,3.271454421427,2.73390823188935,2.43551071649529,2.5130374213272,2.41057232825781
Population growth (annual %),SP.POP.GROW,Eritrea,ERI,0.334574415524454,0.614809318134095,0.817496698225399,1.33731409848117,1.47474580694345,1.56406078076077,1.77411588481268,1.75351368458045,1.77168715176453
Population growth (annual %),SP.POP.GROW,Estonia,EST,0.0655525295417938,0.0291122255540077,0.121070631466687,0.348039137980543,0.371554389037477,0.197559185177642,0.105996956310127,1.33655151148286,1.57745133607335
Population growth (annual %),SP.POP.GROW,Ethiopia,ETH,2.68480186138776,2.70788250761242,2.72524097063889,2.69675179524869,2.69123978261516,2.71077284780816,2.67249538803955,2.62269500936104,2.6036241976442
Population growth (annual %),SP.POP.GROW,Faroe Islands,FRO,0.971968732398671,1.14472860867869,1.44112644042993,1.61300196085293,1.55072032409694,1.487101739641,1.40530805636675,1.18770449092473,0.977560950757493
Population growth (annual %),SP.POP.GROW,Fiji,FJI,0.108160342715375,0.0639915048086223,-0.0442890767199793,-0.172010114641272,-0.24900685817593,0.00699506301854314,0.190863715994045,0.295294727557318,0.51237740019889
Population growth (annual %),SP.POP.GROW,Finland,FIN,0.329383885818507,0.287421401687637,0.234670531705453,0.132641040791912,0.110191690491055,0.143641197212847,0.207288594407348,0.271944526506117,0.499192375381062
Population growth (annual %),SP.POP.GROW,France,FRA,0.355569240058298,0.263868788565368,0.29020211635109,0.358494581816163,0.332559129027963,0.324557781035362,0.356902332389048,0.326992498564887,0.326319200823468
Population growth (annual %),SP.POP.GROW,French Polynesia,PYF,0.53369255935478,0.471058812613167,0.325069797127642,-0.0971598677616479,-0.279503231980126,0.0626967129843171,0.208586464560115,0.209222276724143,0.263581727538977
Population growth (annual %),SP.POP.GROW,Gabon,GAB,3.11465625322556,2.86485541015556,2.65889572463952,2.53688289832205,2.47279132038176,2.38922359813697,2.30612435799096,2.24763901253797,2.19891289669511
Population growth (annual %),SP.POP.GROW,"Gambia, The",GMB,2.73428839872651,2.62819405087404,2.52588138504562,2.42294300881827,2.35622071960344,2.3686612920428,2.36774778418782,2.31992109797091,2.30124049704572
Population growth (annual %),SP.POP.GROW,Georgia,GEO,0.157481405176007,0.0598165991047394,0.0133860746662629,-0.0390365463489613,-0.171565740223868,0.0686562494680967,-0.379636607027231,0.104889950638883,0.0802640328443946
Population growth (annual %),SP.POP.GROW,Germany,DEU,0.865702643950251,0.807218538573871,0.373724559895838,0.300526701992065,0.22551987421288,0.0816931586494595,0.0423270572552137,0.720875455989295,-0.620053754616789
Population growth (annual %),SP.POP.GROW,Ghana,GHA,2.30712733064921,2.27621203911157,2.19535792776401,2.07517136640112,2.00780519953703,1.99181985149439,1.95904584379494,1.92029034344132,1.90860289687983
Population growth (annual %),SP.POP.GROW,Gibraltar,GIB,1.1514231987378,1.39117589725216,1.72897993589869,1.76273395885819,1.81957598739227,1.89493160765265,1.87597072209458,2.01706920456894,2.26613272520816
Population growth (annual %),SP.POP.GROW,Greece,GRC,-0.658861360878339,-0.415913028277122,-0.197783224759792,-0.202880238259165,-0.105339392724138,-0.214592106571664,-1.21680248998544,-1.25988945727074,-0.300290930163656
Population growth (annual %),SP.POP.GROW,Greenland,GRL,-0.322038549275343,0.128227978389047,-0.0249203440297217,-0.265609140509557,0.359917714454119,0.252238303411568,0.506106194434674,0.0141200557976914,0.359389425458904
Population growth (annual %),SP.POP.GROW,Grenada,GRD,0.475508745345535,0.39511639438688,0.26716646126376,0.218925449466702,0.250354079448358,0.309914935427349,0.297817230024271,0.192636221230939,0.143593450145476
Population growth (annual %),SP.POP.GROW,Guam,GUM,-0.351704858120325,-0.408339926567039,-0.453432485979039,-0.49728924043186,-0.536848682318792,0.216072141009173,0.964756108149453,0.881705873116992,0.799555642468131
Population growth (annual %),SP.POP.GROW,Guatemala,GTM,1.83250767864618,1.84256060230578,1.81876091504989,1.66602273310221,1.52062955252943,1.47137710546514,1.3807587059317,1.40623710213146,1.53986971917384
Population growth (annual %),SP.POP.GROW,Guinea,GIN,2.53151277572433,2.56690869267138,2.55652318226129,2.54385572881799,2.56100451729991,2.55139953603925,2.50610419423246,2.48250409145397,2.46199049961035
Population growth (annual %),SP.POP.GROW,Guinea-Bissau,GNB,2.57045957815277,2.51155296505032,2.4363257519627,2.37405997248475,2.34095994762157,2.28895000835492,2.23903878745423,2.24235388639993,2.24529187264064
Population growth (annual %),SP.POP.GROW,Guyana,GUY,0.601716278706478,0.626279284065059,0.643724559372237,2.95873919098606,2.0146740033225,-0.0227843180487706,0.985982406099209,0.751934221097092,0.57233513230005
Population growth (annual %),SP.POP.GROW,Haiti,HTI,1.43574035756707,1.39862723308259,1.36160662434986,1.32790959369268,1.29423660619831,1.24109993204209,1.15604339382525,1.12789828650149,1.15633263604117
Population growth (annual %),SP.POP.GROW,Honduras,HND,1.90365241356179,1.87756675968273,1.85007611234979,1.82994643094924,1.81063773761993,1.75456432541029,1.66825063176954,1.67679658023776,1.71477388415816
Population growth (annual %),SP.POP.GROW,"Hong Kong SAR, China",HKG,0.851197911086988,0.619366345332479,0.768513877614955,0.800230596967774,0.739283471323064,-0.358932661902885,-0.91177674914823,-0.907914524343304,2.55352466697343
Population growth (annual %),SP.POP.GROW,Hungary,HUN,-0.237855001984657,-0.295110604845478,-0.265860932255517,-0.126786951652838,-0.0452557101106228,-0.215067837129585,-0.413751024472153,-0.677000548147119,-0.542624252156938
